time,wx (rad/s),wy (rad/s),wz (rad/s)
0.0,0.08,0.15,-0.68
0.0059960000000000005,0.09,0.21,-0.7
0.026094,0.11,0.24,-0.7
0.02676,0.12,0.22,-0.68
0.040825,0.11,0.18,-0.64
0.057942,0.13,0.12,-0.61
0.058415,0.22,0.05,-0.58
0.074798,0.33,-0.02,-0.54
0.091402,0.38,-0.09,-0.49
0.091978,0.3,-0.13,-0.48
0.107321,0.17,-0.1,-0.36
0.107886,-0.03,-0.09,-0.46
0.124064,-0.21,-0.1,-0.63
0.138983,-0.26,-0.15,-0.55
0.139683,-0.32,-0.27,-0.44
0.157015,-0.41,-0.41,-0.35
0.171763,-0.54,-0.51,-0.3
0.17243899999999998,-0.68,-0.53,-0.3
0.18935,-0.81,-0.5,-0.35
0.19006499999999998,-0.88,-0.48,-0.38
0.205679,-0.9,-0.55,-0.37
0.22319599999999998,-0.88,-0.71,-0.3
0.22414499999999998,-0.83,-0.89,-0.2
0.23788199999999998,-0.78,-1.02,-0.14
0.241424,-0.73,-1.08,-0.11
0.254114,-0.7,-1.04,-0.12
0.271967,-0.67,-0.84,-0.22
0.272685,-0.6,-0.42,-0.39
0.288578,-0.45,0.13,-0.62
0.305616,-0.19,0.71,-0.84
0.30644699999999997,0.09,1.2,-1.01
0.320683,0.24,1.5,-1.12
0.323975,0.18,1.53,-1.15
0.340293,-0.05,1.32,-1.11
0.34384,-0.32,1.01,-1.03
0.354018,-0.53,0.7,-0.94
0.36416,-0.64,0.39,-0.82
0.375552,-0.72,0.01,-0.68
0.385417,-0.8,-0.38,-0.53
0.395324,-0.85,-0.69,-0.41
0.405499,-0.8,-0.83,-0.34
0.415226,-0.66,-0.88,-0.3
0.425519,-0.5,-0.88,-0.27
0.436207,-0.38,-0.87,-0.25
0.454554,-0.34,-0.85,-0.24
0.456885,-0.36,-0.78,-0.24
0.467176,-0.4,-0.6,-0.29
0.477722,-0.4,-0.29,-0.38
0.48761699999999997,-0.31,0.07,-0.48
0.49744099999999997,-0.14,0.37,-0.55
0.5078140000000001,0.06,0.55,-0.59
0.518645,0.19,0.62,-0.6
0.5286890000000001,0.22,0.59,-0.6
0.5389250000000001,0.14,0.49,-0.57
0.5493480000000001,0.07,0.31,-0.42
0.559633,-0.02,0.13,-0.41
0.5697380000000001,-0.1,-0.01,-0.47
0.587551,-0.15,-0.11,-0.39
0.590798,-0.26,-0.18,-0.34
0.600905,-0.38,-0.25,-0.32
0.610483,-0.49,-0.38,-0.29
0.621132,-0.65,-0.66,-0.22
0.6304740000000001,-0.92,-1.16,-0.1
0.641669,-1.33,-1.87,0.05
0.6525540000000001,-1.81,-2.64,0.2
0.6620830000000001,-2.18,-3.17,0.34
0.6725960000000001,-2.43,-3.67,0.47
0.682883,-2.48,-4.15,0.58
0.692301,-2.39,-4.68,0.71
0.7036060000000001,-2.28,-5.27,0.85
0.719731,-2.2,-5.79,1.0
0.723518,-2.14,-6.09,1.12
0.7337950000000001,-2.06,-6.13,1.23
0.744279,-1.9,-6.01,1.3
0.754332,-1.62,-5.85,1.36
0.763885,-1.2,-5.62,1.37
0.774197,-0.68,-5.25,1.32
0.78534,-0.13,-4.68,1.17
0.79566,0.4,-3.94,0.94
0.806369,0.93,-3.22,0.64
0.8160310000000001,1.4,-2.29,0.31
0.826617,1.71,-1.62,0.04
0.835515,1.8,-1.25,-0.11
0.8464440000000001,1.75,-1.06,-0.19
0.859866,1.63,-0.88,-0.25
0.866534,1.42,-0.62,-0.34
0.8774350000000001,1.08,-0.3,-0.42
0.8877940000000001,0.63,0.03,-0.47
0.898051,0.16,0.31,-0.48
0.9075850000000001,-0.32,0.54,-0.47
0.918035,-0.78,0.79,-0.44
0.9279550000000001,-1.29,1.0,-0.33
0.9389740000000001,-1.92,1.18,-0.17
0.9485140000000001,-2.82,1.34,0.04
0.958978,-3.81,1.43,0.34
0.96923,-5.22,1.63,0.68
0.9797680000000001,-6.95,2.1,1.0
0.992058,-9.03,2.94,1.31
0.9996,-11.22,4.16,1.61
1.010161,-12.88,5.52,1.93
1.020485,-13.27,6.48,2.23
1.030955,-12.13,6.59,2.42
1.0413700000000001,-9.97,5.94,2.46
1.0513540000000001,-7.54,4.94,2.42
1.061979,-5.39,4.01,2.43
1.072084,-3.8,3.35,2.55
1.0817670000000001,-2.9,3.17,2.94
1.092786,-2.25,2.95,3.2
1.105274,-1.99,2.93,3.56
1.113016,-1.85,2.79,3.7
1.1229820000000001,-1.73,2.39,3.44
1.1338570000000001,-1.53,1.65,2.68
1.143557,-1.07,0.42,1.1
1.154814,-0.24,-1.28,-0.94
1.163708,1.11,-3.43,-3.12
1.174229,3.1,-5.96,-5.0
1.185379,5.88,-8.82,-6.3
1.1946430000000001,9.52,-11.94,-7.03
1.205125,13.68,-14.63,-7.13
1.21568,17.2,-15.64,-6.7
1.22605,18.74,-14.47,-6.13
