time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.0,-0.0997,-0.7909,-0.0303,0.798
0.00981299999999985,-0.1,-0.802,-0.0307,0.809
0.01958100000000007,-0.1006,-0.8103,-0.0311,0.817
0.030435999999999908,-0.1016,-0.8178,-0.0315,0.825
0.040369999999999795,-0.1013,-0.8183,-0.0316,0.825
0.04990799999999984,-0.1009,-0.8121,-0.0313,0.819
0.060634999999999994,-0.0993,-0.8008,-0.0309,0.808
0.0701369999999999,-0.0958,-0.7861,-0.0304,0.793
0.08268699999999995,-0.0905,-0.7608,-0.0295,0.767
0.09048999999999996,-0.0846,-0.732,-0.0284,0.737
0.10073099999999968,-0.0799,-0.7106,-0.0275,0.716
0.1115879999999998,-0.0771,-0.6949,-0.027,0.7
0.12123399999999984,-0.0766,-0.6843,-0.0266,0.689
0.13170899999999985,-0.0782,-0.6787,-0.0264,0.684
0.14129999999999976,-0.0809,-0.6805,-0.0262,0.686
0.15179600000000004,-0.0852,-0.6931,-0.0265,0.699
0.16188199999999986,-0.0887,-0.7052,-0.0269,0.711
0.17173399999999983,-0.0915,-0.7184,-0.0276,0.725
0.18504999999999994,-0.0941,-0.7347,-0.0283,0.741
0.1923809999999997,-0.0953,-0.7419,-0.0286,0.749
0.20205800000000007,-0.0966,-0.7489,-0.029,0.756
0.21293799999999985,-0.0975,-0.752,-0.0289,0.759
0.2220869999999997,-0.0976,-0.7517,-0.029,0.759
0.23297100000000004,-0.0982,-0.7555,-0.0289,0.762
0.24340800000000007,-0.0994,-0.7577,-0.0291,0.765
0.2526229999999998,-0.1005,-0.7604,-0.029,0.768
0.26316799999999985,-0.1021,-0.7668,-0.0293,0.774
0.2734939999999999,-0.1046,-0.7738,-0.0295,0.781
0.2835239999999999,-0.1088,-0.7871,-0.0299,0.795
0.2937689999999997,-0.1141,-0.808,-0.0307,0.817
0.30423599999999995,-0.1179,-0.8174,-0.031,0.826
0.31804699999999997,-0.1207,-0.8291,-0.0312,0.838
0.32406500000000005,-0.1207,-0.8291,-0.0312,0.838
0.3342369999999999,-0.118,-0.8223,-0.0311,0.831
0.3435839999999999,-0.1129,-0.813,-0.031,0.821
0.354244,-0.1071,-0.7955,-0.0304,0.803
0.36510299999999996,-0.1023,-0.7764,-0.0293,0.784
0.37527599999999994,-0.0986,-0.7623,-0.0285,0.769
0.38480500000000006,-0.0957,-0.7442,-0.0275,0.751
0.39483599999999974,-0.094,-0.7332,-0.027,0.74
0.4046970000000001,-0.094,-0.7284,-0.0267,0.735
0.4146069999999997,-0.0962,-0.7382,-0.0274,0.745
0.4252849999999997,-0.0994,-0.7536,-0.0279,0.761
0.4355039999999999,-0.1016,-0.7633,-0.0286,0.771
0.44775199999999993,-0.1031,-0.7725,-0.0289,0.78
0.4558489999999997,-0.1031,-0.7724,-0.029,0.78
0.467873,-0.1017,-0.7655,-0.0287,0.773
0.475889,-0.0999,-0.7595,-0.0286,0.767
0.4859549999999997,-0.0989,-0.7617,-0.0285,0.769
