time,wx (rad/s),wy (rad/s),wz (rad/s)
0.0,0.07,-0.01,-0.02
0.01021599999999978,0.11,-0.02,-0.02
0.020795999999999815,0.05,-0.01,-0.01
0.030051999999999968,0.03,-0.0,-0.01
0.040742999999999974,0.01,-0.0,-0.0
0.051576999999999984,0.01,-0.0,-0.0
0.06112599999999979,0.0,-0.0,-0.0
0.07215300000000013,0.0,-0.0,-0.0
0.0813069999999998,0.0,-0.0,-0.0
0.09271200000000013,0.0,-0.0,-0.0
0.10284300000000002,0.0,-0.0,-0.0
0.11333499999999974,0.0,-0.0,-0.0
0.12366499999999991,0.0,-0.0,-0.0
0.13334499999999982,0.0,-0.0,-0.0
0.1438139999999999,0.0,-0.0,-0.0
0.1538689999999998,-0.01,-0.07,-0.09
0.16425899999999993,-0.01,-0.1,-0.14
0.17358200000000013,-0.0,-0.05,-0.07
0.1847240000000001,-0.0,-0.03,-0.04
0.19442899999999996,-0.0,-0.01,-0.02
0.20500600000000002,-0.0,-0.01,-0.01
0.21578399999999975,-0.0,-0.0,-0.0
0.22512,-0.0,-0.0,-0.0
0.23589899999999986,-0.0,-0.0,-0.0
0.24635099999999976,-0.0,-0.0,-0.0
0.25629100000000005,0.0,-0.1,-0.07
0.2669950000000001,0.0,-0.15,-0.1
0.27640699999999985,0.0,-0.08,-0.05
0.2919860000000001,0.03,-0.11,-0.02
0.29724499999999976,0.05,-0.12,-0.0
0.307839,0.02,-0.06,-0.0
0.3183389999999999,0.04,-0.07,0.04
0.3282029999999998,0.05,-0.07,0.06
0.3379979999999998,0.02,-0.04,0.03
0.34903700000000004,0.01,-0.02,0.01
0.3586999999999998,0.01,-0.01,0.01
0.36930700000000005,0.0,-0.0,0.0
0.379394,0.0,-0.0,0.0
0.38911099999999976,0.0,-0.0,0.0
0.400255,0.0,-0.0,0.0
0.4098729999999997,0.0,-0.0,0.0
0.4245030000000001,0.0,-0.0,0.0
0.4302199999999998,0.0,-0.0,0.0
0.44038200000000005,0.0,-0.0,0.0
0.45128499999999994,-0.02,-0.12,-0.07
0.4611299999999998,-0.04,-0.19,-0.1
0.4712559999999999,-0.02,-0.09,-0.05
0.482132,-0.01,-0.05,-0.03
0.4916369999999999,-0.0,-0.02,-0.01
0.5041090000000001,0.04,-0.06,-0.07
0.5134780000000001,0.06,-0.07,-0.1
0.5228329999999999,0.03,-0.04,-0.05
0.5333679999999998,0.05,-0.04,-0.1
0.5433460000000001,0.06,-0.04,-0.13
0.5572900000000001,0.03,-0.02,-0.06
0.5643159999999998,0.01,-0.01,-0.03
0.5739890000000001,0.05,-0.02,-0.07
0.5848109999999997,0.07,-0.02,-0.1
0.5945909999999999,0.04,-0.01,-0.05
0.6046619999999998,0.02,-0.0,-0.02
0.6153109999999997,0.01,-0.0,-0.01
0.6250999999999998,0.0,-0.0,-0.01
0.6356459999999999,0.0,-0.0,-0.0
0.646245,0.0,-0.0,-0.0
0.6558989999999998,0.0,-0.0,-0.0
0.6671,0.0,-0.0,-0.0
0.676777,0.0,-0.0,-0.0
0.6868400000000001,0.0,-0.0,-0.0
