time,wx (rad/s),wy (rad/s),wz (rad/s)
0.859801,-0.06,0.5,0.13
0.8698760000000001,-0.05,0.46,0.13
0.880817,-0.03,0.4,0.12
0.8921890000000001,-0.01,0.34,0.1
0.9015340000000003,0.01,0.3,0.08
0.912137,0.01,0.21,0.05
0.9231240000000001,0.04,0.23,0.04
0.9318550000000001,0.06,0.23,0.04
0.9453140000000002,0.07,0.23,0.04
0.9533100000000001,0.08,0.22,0.04
0.9628680000000003,0.03,0.22,0.04
0.9735290000000001,-0.02,0.28,0.06
0.9832300000000003,-0.07,0.23,0.06
0.9935700000000001,-0.07,0.15,0.04
1.0041420000000003,-0.18,0.09,0.06
1.0135010000000002,-0.33,0.02,0.1
1.0246690000000003,-0.39,-0.07,0.11
1.0343400000000003,-0.44,-0.15,0.11
1.0440740000000002,-0.48,-0.22,0.12
1.055015,-0.49,-0.26,0.11
1.0647700000000002,-0.48,-0.31,0.11
1.078602,-0.47,-0.37,0.11
1.0857240000000004,-0.47,-0.48,0.11
1.096012,-0.48,-0.62,0.11
1.1078480000000002,-0.47,-0.72,0.12
1.1166810000000003,-0.43,-0.74,0.11
1.1266290000000003,-0.36,-0.72,0.1
1.136676,-0.28,-0.75,0.09
1.1470290000000003,-0.2,-0.91,0.09
1.157693,-0.1,-1.07,0.09
1.1677690000000003,0.02,-1.07,0.06
1.178207,0.14,-0.85,0.02
1.1887720000000002,0.23,-0.53,-0.03
1.198649,0.28,-0.23,-0.08
1.2105840000000003,0.31,-0.03,-0.12
1.219154,0.34,0.09,-0.15
1.2287600000000003,0.36,0.17,-0.17
1.240065,0.39,0.25,-0.19
1.250102,0.41,0.35,-0.19
1.259999,0.39,0.43,-0.17
1.2702520000000002,0.35,0.45,-0.14
1.2803460000000002,0.29,0.4,-0.11
1.2905830000000003,0.23,0.32,-0.08
1.301695,0.15,0.21,-0.05
1.3122000000000003,0.13,0.15,-0.03
1.32315,0.11,0.12,-0.02
1.3318370000000002,0.06,0.06,-0.01
1.3426850000000004,0.03,0.03,-0.01
1.3523870000000002,0.08,-0.02,-0.0
1.362753,0.1,-0.05,-0.0
1.3734000000000002,0.05,-0.02,-0.0
1.3832280000000003,0.03,-0.01,-0.0
1.3931180000000003,0.01,-0.01,-0.0
1.403565,0.03,0.06,-0.06
1.4139080000000002,0.04,0.09,-0.1
1.4236150000000003,0.05,0.15,-0.09
1.4348480000000001,0.07,0.25,-0.11
1.4447330000000003,0.07,0.28,-0.12
1.456382,0.08,0.3,-0.12
1.464839,0.08,0.32,-0.13
1.4757230000000003,0.09,0.31,-0.14
1.4860320000000002,0.1,0.29,-0.15
1.4954619999999998,0.12,0.26,-0.16
1.5066860000000002,0.17,0.21,-0.16
1.516712,0.23,0.16,-0.15
1.5271629999999998,0.28,0.1,-0.14
1.537102,0.32,0.04,-0.14
1.5474380000000005,0.36,-0.04,-0.13
1.557067,0.36,-0.13,-0.13
1.5673310000000003,0.36,-0.24,-0.12
1.5782540000000003,0.35,-0.38,-0.1
1.5883700000000003,0.33,-0.57,-0.07
1.5982130000000003,0.3,-0.84,-0.03
1.6081270000000005,0.27,-1.15,0.02
1.6185429999999998,0.23,-1.44,0.08
1.6295359999999999,0.21,-1.62,0.14
1.6407759999999998,0.19,-1.72,0.19
1.649508,0.16,-1.75,0.22
1.6596549999999999,0.12,-1.73,0.23
1.670903,0.06,-1.7,0.22
1.68065,0.0,-1.65,0.22
1.690575,-0.06,-1.61,0.22
1.7008830000000001,-0.12,-1.56,0.23
1.7111030000000005,-0.2,-1.52,0.24
1.7211800000000004,-0.27,-1.48,0.25
1.7319050000000002,-0.33,-1.43,0.27
1.7422120000000003,-0.37,-1.38,0.26
1.7521690000000003,-0.38,-1.33,0.25
1.762619,-0.37,-1.27,0.22
1.774343,-0.32,-1.22,0.18
1.7831660000000005,-0.25,-1.12,0.12
1.7932060000000005,-0.17,-0.91,0.05
1.804328,-0.1,-0.58,0.0
1.814305,-0.09,-0.1,-0.1
1.8240810000000005,-0.1,0.34,-0.21
1.8346710000000002,-0.09,0.59,-0.21
1.8442940000000005,-0.1,0.7,-0.21
1.854482,-0.12,0.72,-0.19
1.8651400000000002,-0.15,0.71,-0.17
1.87474,-0.19,0.69,-0.14
1.8869040000000004,-0.22,0.65,-0.12
1.8953350000000002,-0.25,0.62,-0.09
1.905964,-0.29,0.59,-0.06
1.9167250000000005,-0.35,0.59,-0.03
1.9269720000000001,-0.41,0.61,-0.01
1.9375299999999998,-0.47,0.63,0.01
1.9474739999999997,-0.49,0.66,0.03
1.9575209999999998,-0.5,0.68,0.04
1.969525,-0.49,0.69,0.05
1.9778460000000004,-0.48,0.7,0.05
1.988416,-0.47,0.72,0.04
1.9989790000000003,-0.44,0.75,0.02
2.008711,-0.41,0.78,0.02
2.0198720000000003,-0.37,0.82,0.02
2.0293229999999998,-0.33,0.85,0.02
2.0395460000000005,-0.3,0.89,0.03
2.050331,-0.3,0.92,0.02
2.0596060000000005,-0.31,0.95,0.02
2.070271,-0.32,0.98,0.01
2.0803010000000004,-0.33,1.0,0.0
2.090682,-0.34,1.02,0.0
2.102937,-0.33,1.05,0.0
2.11134,-0.31,1.09,0.0
2.1216939999999997,-0.29,1.12,-0.0
2.1325380000000003,-0.27,1.14,-0.0
2.1421479999999997,-0.24,1.15,-0.0
2.152094,-0.22,1.15,-0.0
2.162071,-0.19,1.13,-0.0
2.1731810000000005,-0.16,1.09,-0.0
2.1830740000000004,-0.15,1.03,0.0
2.192729,-0.14,0.94,0.01
2.20604,-0.14,0.82,0.02
2.213565,-0.15,0.68,0.03
2.22346,-0.17,0.53,0.06
2.234413,-0.2,0.37,0.08
2.2444360000000003,-0.26,0.22,0.09
2.255045,-0.33,0.08,0.09
2.265326,-0.39,-0.04,0.09
2.274738,-0.43,-0.15,0.1
2.285176,-0.48,-0.27,0.1
2.2955750000000004,-0.54,-0.42,0.1
2.305994,-0.62,-0.62,0.09
2.31729,-0.68,-0.81,0.09
2.326511,-0.72,-0.93,0.09
2.3364020000000005,-0.74,-0.99,0.08
2.347709,-0.76,-1.07,0.08
2.3572620000000004,-0.78,-1.2,0.07
2.367755,-0.78,-1.34,0.06
2.3778940000000004,-0.73,-1.43,0.04
2.3877189999999997,-0.63,-1.42,0.01
2.3987990000000003,-0.48,-1.31,-0.01
2.408085,-0.31,-1.11,-0.04
2.418299,-0.14,-0.84,-0.07
2.429334,0.01,-0.55,-0.11
2.438758,0.15,-0.27,-0.14
2.450309,0.27,-0.03,-0.16
2.459676,0.33,0.15,-0.18
2.46966,0.36,0.26,-0.19
2.480119,0.35,0.3,-0.2
2.4911010000000005,0.33,0.28,-0.21
2.504186,0.29,0.23,-0.21
2.510896,0.2,0.15,-0.16
2.521218,0.14,0.08,-0.17
2.5317990000000004,0.11,0.04,-0.18
2.5418260000000004,0.03,-0.05,-0.17
2.5519750000000005,-0.01,-0.1,-0.16
2.5624130000000003,-0.07,-0.12,-0.17
2.5719510000000003,-0.1,-0.13,-0.17
2.583151,-0.1,-0.03,-0.19
2.592772,-0.1,0.09,-0.26
2.6029,-0.03,0.21,-0.26
2.6139669999999997,0.04,0.33,-0.27
2.62373,0.11,0.44,-0.29
2.634018,0.17,0.54,-0.32
2.643903,0.23,0.62,-0.33
2.654319,0.29,0.67,-0.35
2.666746,0.32,0.7,-0.35
2.6749410000000005,0.34,0.7,-0.35
2.6862909999999998,0.34,0.68,-0.35
2.695838,0.33,0.64,-0.35
2.705755,0.31,0.58,-0.36
2.7158230000000003,0.29,0.51,-0.37
2.7267780000000004,0.28,0.44,-0.37
2.736071,0.27,0.36,-0.37
2.746505,0.28,0.3,-0.36
2.7576,0.28,0.25,-0.34
2.7677579999999997,0.28,0.21,-0.33
2.7774099999999997,0.26,0.17,-0.32
2.7876909999999997,0.24,0.13,-0.31
2.798069,0.17,0.08,-0.23
2.808778,0.14,0.02,-0.24
2.819007,0.12,-0.06,-0.3
2.8298750000000004,0.02,-0.16,-0.24
2.83955,-0.08,-0.33,-0.2
2.8492189999999997,-0.19,-0.58,-0.16
2.8606920000000002,-0.3,-0.88,-0.12
2.8699529999999998,-0.4,-1.16,-0.09
2.8819110000000006,-0.46,-1.33,-0.07
2.8909140000000004,-0.49,-1.42,-0.06
2.90046,-0.49,-1.48,-0.06
2.911804,-0.47,-1.52,-0.07
2.9214340000000005,-0.44,-1.54,-0.06
2.931807,-0.43,-1.54,-0.06
2.9424220000000005,-0.45,-1.52,-0.05
2.951873,-0.48,-1.49,-0.04
2.962511,-0.52,-1.45,-0.02
2.972524,-0.55,-1.4,-0.02
2.982807,-0.57,-1.35,-0.02
2.9930630000000003,-0.56,-1.31,-0.02
3.002713,-0.54,-1.26,-0.03
3.013394,-0.5,-1.21,-0.04
3.0233800000000004,-0.48,-1.16,-0.06
3.0357529999999997,-0.48,-1.1,-0.07
3.043843,-0.48,-1.03,-0.08
3.0543560000000003,-0.49,-0.96,-0.08
3.064195,-0.5,-0.9,-0.08
3.074566,-0.51,-0.85,-0.07
3.085078,-0.54,-0.8,-0.07
3.0955700000000004,-0.6,-0.75,-0.06
3.105703,-0.69,-0.69,-0.04
3.1160380000000005,-0.8,-0.64,-0.02
3.12685,-0.91,-0.58,0.0
