time,wx (rad/s),wy (rad/s),wz (rad/s)
0.0,0.0,-0.0,-0.0
0.011082000000000002,0.0,-0.0,-0.0
0.02879,0.0,-0.0,-0.0
0.030393000000000003,0.0,0.0,0.0
0.039821,0.0,-0.0,-0.0
0.050387,0.0,-0.0,0.0
0.060397,0.0,-0.0,0.0
0.07808499999999999,-0.0,0.0,0.0
0.08093299999999999,-0.0,0.0,0.0
0.091405,-0.0,0.0,0.0
0.10167,-0.0,-0.0,0.0
0.112313,0.0,0.0,0.0
0.12197,-0.0,0.0,0.0
0.13372,0.0,0.0,0.0
0.143164,0.0,-0.0,0.0
0.15252000000000002,0.0,-0.0,-0.0
0.163174,0.0,0.0,0.0
0.17392200000000002,0.0,-0.0,-0.0
0.183458,-0.0,-0.0,-0.0
0.19406400000000001,0.0,-0.0,0.0
0.208828,0.0,-0.0,-0.0
0.216003,0.0,0.0,0.0
0.224606,0.0,0.0,-0.0
0.235126,-0.0,0.0,0.0
0.24484,-0.0,-0.0,-0.0
0.255363,0.0,0.0,-0.0
0.26621300000000003,-0.0,0.0,-0.0
0.276112,0.0,-0.0,0.0
0.286264,-0.0,-0.0,-0.0
0.296562,0.0,0.0,0.0
0.307749,-0.0,0.0,0.0
0.316541,0.0,0.0,0.0
0.327328,0.0,-0.0,-0.0
0.337522,-0.0,0.0,-0.0
0.348358,0.0,0.0,0.0
0.358913,0.0,0.0,0.0
0.368085,-0.0,0.0,-0.0
0.37858,0.0,-0.0,-0.0
0.388784,-0.0,-0.0,0.0
0.39945600000000003,-0.0,0.0,0.0
0.40932,-0.0,-0.0,0.0
0.419904,-0.0,-0.0,0.0
0.430072,0.0,0.0,-0.0
0.44234,-0.0,0.0,0.0
0.450984,-0.0,-0.0,0.0
0.46045400000000003,0.0,0.0,0.0
0.471314,0.0,0.0,-0.0
0.48057300000000003,-0.0,0.0,0.0
0.491695,0.0,-0.0,0.0
0.501647,0.0,0.0,0.0
0.511716,-0.0,-0.0,0.0
0.522563,-0.0,0.0,0.0
0.532292,-0.0,-0.0,-0.0
0.5430339999999999,-0.0,-0.0,0.0
0.559031,0.0,-0.0,-0.0
0.563676,0.0,0.0,0.0
0.5736,0.0,-0.0,-0.0
0.5842419999999999,-0.0,0.0,-0.0
0.5949819999999999,-0.0,-0.0,-0.0
0.6041529999999999,-0.0,-0.0,-0.0
0.614848,0.0,0.0,0.0
0.624504,0.0,0.0,0.0
0.6350199999999999,-0.0,-0.0,0.0
0.6456189999999999,-0.0,-0.0,0.0
0.655798,-0.0,-0.0,0.0
0.6657689999999999,0.0,-0.0,-0.0
0.6757569999999999,0.0,0.0,0.0
0.6864199999999999,-0.0,-0.0,-0.0
0.707457,-0.0,-0.0,0.0
0.7085349999999999,-0.0,0.0,-0.0
0.7174889999999999,0.0,0.0,0.0
0.727787,-0.0,-0.0,-0.0
0.7381669999999999,0.0,0.0,-0.0
0.7480279999999999,0.0,0.0,-0.0
0.7581549999999999,0.0,0.0,-0.0
0.768087,-0.0,0.0,-0.0
