time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.0,-0.0232,-0.303,-0.2385,0.386
0.006221,-0.0262,-0.3175,-0.2483,0.404
0.026683000000000002,-0.029,-0.329,-0.2559,0.418
0.027438,-0.0337,-0.3491,-0.2712,0.443
0.036486,-0.0408,-0.3832,-0.2981,0.487
0.047793999999999996,-0.0484,-0.4139,-0.322,0.527
0.057356,-0.0552,-0.4405,-0.3428,0.561
0.067009,-0.0607,-0.4598,-0.3595,0.587
0.07750900000000001,-0.0644,-0.4724,-0.371,0.604
0.087022,-0.0667,-0.4835,-0.3819,0.62
0.100303,-0.0684,-0.4926,-0.3911,0.633
0.107352,-0.0692,-0.4968,-0.3964,0.639
0.117991,-0.0679,-0.486,-0.3902,0.627
0.128459,-0.0692,-0.476,-0.3857,0.617
0.137853,-0.0721,-0.4566,-0.3728,0.594
0.148168,-0.0714,-0.4389,-0.3608,0.573
0.15886499999999998,-0.071,-0.4275,-0.3538,0.559
0.168038,-0.0701,-0.4226,-0.3517,0.554
0.178757,-0.0722,-0.4277,-0.359,0.563
0.188918,-0.075,-0.4339,-0.3677,0.574
0.199453,-0.0776,-0.4313,-0.3691,0.573
0.20954399999999998,-0.0811,-0.4267,-0.3682,0.569
0.219098,-0.0845,-0.42,-0.3642,0.562
0.23094699999999999,-0.0865,-0.4148,-0.3601,0.556
0.239874,-0.0863,-0.405,-0.3509,0.543
0.249604,-0.0864,-0.3968,-0.3431,0.532
0.259589,-0.087,-0.3885,-0.3363,0.521
0.27474699999999996,-0.0911,-0.3915,-0.3385,0.525
0.280282,-0.0965,-0.395,-0.3422,0.531
0.290057,-0.1018,-0.3948,-0.3424,0.532
0.300445,-0.1134,-0.4179,-0.361,0.564
0.310512,-0.1229,-0.434,-0.3751,0.587
0.320291,-0.1288,-0.4388,-0.3811,0.595
0.330644,-0.1323,-0.4379,-0.3828,0.596
0.34076,-0.1355,-0.4377,-0.386,0.599
0.351106,-0.1386,-0.436,-0.3877,0.6
0.36084,-0.1405,-0.434,-0.3892,0.6
0.372058,-0.1417,-0.4314,-0.3909,0.599
0.39125,-0.141,-0.4253,-0.3892,0.593
0.392707,-0.1389,-0.4192,-0.387,0.587
0.401734,-0.1353,-0.4142,-0.3855,0.582
0.411693,-0.1301,-0.4069,-0.381,0.572
0.42211,-0.1261,-0.402,-0.3797,0.567
0.43211299999999997,-0.1202,-0.3893,-0.3712,0.551
0.441972,-0.1125,-0.3695,-0.3559,0.525
0.45198699999999997,-0.104,-0.3468,-0.3382,0.495
0.46307,-0.0966,-0.3259,-0.321,0.468
0.472625,-0.0883,-0.3025,-0.3008,0.436
