time,wx (rad/s),wy (rad/s),wz (rad/s)
0.0,-0.0,0.0,-0.0
0.01028999999999991,-0.0,0.0,-0.0
0.019795999999999925,-0.0,0.0,-0.0
0.030945,-0.0,0.0,-0.0
0.04057600000000017,-0.0,0.0,-0.0
0.054529999999999745,-0.0,0.0,-0.0
0.061713999999999825,-0.02,0.01,-0.04
0.07125199999999987,-0.03,0.01,-0.05
0.08128000000000002,-0.02,0.01,-0.03
0.09207900000000002,-0.01,0.0,-0.01
0.10210699999999973,-0.0,0.0,-0.01
0.11282099999999984,-0.0,0.0,-0.0
0.12240200000000012,-0.0,0.0,-0.0
0.13422100000000015,-0.0,0.0,-0.0
0.14379600000000003,-0.0,0.0,-0.0
0.15415299999999998,-0.0,0.0,-0.0
0.16408099999999992,-0.0,0.0,-0.0
0.17438200000000004,-0.0,0.0,-0.0
0.1874929999999999,-0.0,0.0,-0.0
0.1944840000000001,0.03,0.01,-0.05
0.2050559999999999,0.05,0.01,-0.07
0.21496199999999988,0.03,0.01,-0.04
0.22515099999999988,0.01,0.0,-0.02
0.23543000000000003,0.01,0.0,-0.01
0.24646500000000016,0.0,0.0,-0.0
0.2563040000000001,0.0,0.0,-0.0
0.26703399999999977,0.0,0.0,-0.0
0.2763049999999998,0.0,0.0,-0.0
0.2864010000000001,0.0,0.0,-0.0
0.2977829999999999,0.0,0.0,-0.0
0.30724300000000015,-0.01,-0.01,-0.06
0.3183039999999999,-0.02,-0.01,-0.09
0.3281860000000001,-0.01,-0.0,-0.05
0.3380209999999999,-0.0,-0.0,-0.02
0.3498809999999999,-0.0,-0.0,-0.01
0.3585189999999998,-0.0,-0.0,-0.01
0.3689969999999998,-0.0,-0.0,-0.0
0.3790800000000001,-0.0,-0.0,-0.0
0.38922100000000004,-0.0,-0.0,-0.0
0.3996870000000001,-0.0,-0.0,-0.0
0.41033600000000003,-0.0,-0.0,-0.0
0.42056799999999983,-0.01,-0.0,-0.07
0.4309949999999998,-0.01,-0.0,-0.1
0.44033100000000003,-0.01,-0.0,-0.05
0.45050100000000004,-0.0,-0.0,-0.03
0.46074899999999985,-0.0,-0.0,-0.01
0.4710239999999999,-0.0,-0.0,-0.01
0.482332,-0.0,-0.0,-0.0
0.49189099999999986,-0.0,-0.0,-0.0
0.5017200000000002,-0.0,-0.0,-0.0
0.512953,-0.0,-0.0,-0.0
0.5222859999999998,-0.0,-0.0,-0.0
0.53301,-0.0,-0.0,-0.0
0.543075,-0.0,-0.01,-0.06
0.5534819999999998,-0.0,-0.01,-0.09
0.5635750000000002,-0.0,-0.0,-0.05
0.5742919999999998,-0.0,-0.0,-0.02
0.5840549999999998,-0.0,-0.0,-0.01
0.5948159999999998,-0.0,-0.0,-0.01
0.60433,-0.0,-0.0,-0.0
0.6189619999999998,-0.0,-0.0,-0.0
0.6253829999999998,-0.0,-0.0,-0.0
0.6353740000000001,-0.0,-0.0,-0.0
0.646264,-0.0,-0.0,-0.0
0.6553839999999997,-0.0,-0.0,-0.0
0.6659669999999998,-0.0,-0.0,-0.0
0.6764510000000001,-0.01,-0.01,-0.05
0.68655,-0.01,-0.01,-0.08
0.698143,-0.0,-0.0,-0.04
0.7069399999999999,-0.0,-0.0,-0.02
0.7180279999999999,-0.0,-0.0,-0.01
0.7272659999999997,-0.0,-0.0,-0.0
0.737565,-0.0,-0.0,-0.0
0.7518850000000001,-0.0,-0.0,-0.0
0.7584179999999998,-0.0,-0.0,-0.0
0.7683879999999998,-0.0,-0.0,-0.0
0.7787069999999998,-0.0,-0.0,-0.0
0.788824,0.0,0.0,-0.06
0.7991549999999998,0.0,0.0,-0.09
0.810111,0.0,0.0,-0.04
0.8193920000000001,0.0,0.0,-0.02
0.8304459999999998,0.0,0.0,-0.01
0.8399380000000001,0.0,0.0,-0.01
0.8505780000000001,0.0,0.0,-0.0
