time,wx (rad/s),wy (rad/s),wz (rad/s)
1.645795,0.06,-0.08,0.03
1.6558329999999999,0.03,-0.04,0.01
1.667114,0.01,-0.02,0.01
1.676969,0.06,-0.07,0.0
1.6864649999999999,0.09,-0.09,0.0
1.698165,0.04,-0.05,0.0
1.7073209999999999,0.07,-0.07,0.0
1.7226279999999998,0.09,-0.09,0.0
1.728424,0.04,-0.04,0.0
1.737679,0.02,-0.02,0.0
1.748927,0.01,-0.01,0.0
1.758454,0.07,-0.07,-0.0
1.768511,0.09,-0.09,-0.0
1.778969,0.05,-0.05,-0.0
1.789092,0.02,-0.02,-0.0
1.801299,0.01,-0.01,-0.0
1.809934,0.04,-0.07,-0.04
1.820319,0.05,-0.11,-0.06
1.8315299999999999,0.03,-0.05,-0.03
1.841068,0.01,-0.03,-0.01
1.855244,0.01,-0.01,-0.01
1.861446,0.0,-0.01,-0.0
1.871587,0.0,-0.0,-0.0
1.881645,0.03,-0.08,-0.01
1.892444,0.05,-0.12,-0.02
1.902027,0.02,-0.06,-0.01
1.912507,0.01,-0.03,-0.0
1.922337,0.06,-0.06,-0.05
1.934097,0.08,-0.07,-0.07
1.943562,0.04,-0.04,-0.03
1.952855,0.02,-0.02,-0.02
1.963973,0.06,-0.07,-0.01
1.97448,0.08,-0.09,-0.01
1.987546,0.04,-0.05,-0.0
1.9948839999999999,0.02,-0.02,-0.0
2.004646,0.01,-0.01,-0.0
2.015056,0.04,-0.05,-0.05
2.025445,0.06,-0.07,-0.07
2.034939,0.03,-0.04,-0.04
2.04635,0.02,-0.02,-0.02
2.0557179999999997,0.01,-0.01,-0.01
2.066804,0.0,-0.0,-0.0
2.077133,0.02,-0.07,-0.04
2.086248,0.03,-0.11,-0.06
2.097378,0.01,-0.06,-0.03
2.107198,0.01,-0.03,-0.02
2.120069,0.0,-0.01,-0.01
2.1280069999999998,0.0,-0.01,-0.0
2.137701,0.01,-0.09,-0.05
2.149329,0.01,-0.12,-0.07
2.158276,0.01,-0.06,-0.04
2.168371,0.0,-0.03,-0.02
2.179702,0.0,-0.02,-0.01
2.189774,0.0,-0.01,-0.0
2.1997079999999998,0.05,-0.04,-0.03
2.21025,0.08,-0.05,-0.04
2.2204889999999997,0.04,-0.03,-0.02
2.2318759999999997,0.02,-0.01,-0.01
2.240927,0.01,-0.01,-0.0
2.251433,0.0,-0.0,-0.0
2.2618679999999998,0.0,-0.0,-0.0
2.272102,0.0,-0.0,-0.0
2.281699,0.0,-0.0,-0.0
2.292207,0.0,-0.0,-0.0
2.302228,0.0,-0.0,-0.0
2.312662,0.0,-0.0,-0.0
2.32353,0.02,-0.04,-0.07
2.332782,0.03,-0.06,-0.11
2.344204,0.02,-0.03,-0.06
2.353738,0.01,-0.02,-0.03
2.368235,0.0,-0.01,-0.01
2.37429,0.0,-0.0,-0.01
2.3847009999999997,0.0,-0.0,-0.0
2.395212,0.0,-0.0,-0.0
2.404985,0.0,-0.0,-0.0
2.414879,0.03,-0.04,-0.09
2.426593,0.04,-0.06,-0.13
2.436677,0.02,-0.03,-0.07
2.447498,0.06,-0.05,-0.09
2.457288,0.08,-0.06,-0.1
2.466058,0.04,-0.03,-0.05
2.477802,0.02,-0.01,-0.02
2.486765,0.01,-0.01,-0.01
2.497967,0.0,-0.0,-0.01
2.507838,0.07,-0.01,-0.02
2.518054,0.11,-0.02,-0.02
2.528634,0.05,-0.01,-0.01
2.53789,0.03,-0.0,-0.01
2.548581,0.01,-0.0,-0.0
2.559415,0.01,-0.0,-0.0
2.568964,0.0,-0.0,-0.0
2.579991,0.0,-0.0,-0.0
2.589145,0.0,-0.0,-0.0
2.60055,0.0,-0.0,-0.0
2.610681,0.0,-0.0,-0.0
