time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.0,0.0326,-0.076,-0.174,0.193
0.004173,0.0327,-0.077,-0.1799,0.198
0.015205999999999999,0.0358,-0.0866,-0.2026,0.223
0.031019999999999995,0.0466,-0.1166,-0.2741,0.301
0.034902,0.0568,-0.1441,-0.3382,0.372
0.045378,0.0655,-0.1702,-0.3963,0.436
0.055529,0.0741,-0.1969,-0.4572,0.503
0.065485,0.079,-0.2151,-0.507,0.556
0.075864,0.0836,-0.2344,-0.5677,0.62
0.085567,0.0853,-0.2502,-0.6238,0.678
0.096064,0.0779,-0.2452,-0.6312,0.682
0.105787,0.0694,-0.2363,-0.6248,0.672
0.11625100000000001,0.0599,-0.2132,-0.577,0.618
0.127386,0.0489,-0.1824,-0.5,0.534
0.13745,0.0372,-0.1469,-0.4034,0.431
0.146561,0.0232,-0.1023,-0.2828,0.302
0.15649,0.014,-0.0751,-0.211,0.224
0.16661,0.0108,-0.0792,-0.2266,0.24
0.177724,0.0085,-0.1002,-0.2911,0.308
0.186602,0.0043,-0.1225,-0.3599,0.38
0.197762,-0.0015,-0.1241,-0.3684,0.389
0.207382,-0.0073,-0.1218,-0.3668,0.387
0.217918,-0.0125,-0.1146,-0.3528,0.371
0.227677,-0.0153,-0.0947,-0.2963,0.311
0.237907,-0.0169,-0.0714,-0.2291,0.241
0.24879300000000001,-0.016,-0.0509,-0.1691,0.177
0.25778999999999996,-0.0148,-0.0378,-0.1294,0.136
0.267721,-0.0174,-0.0372,-0.1296,0.136
0.278026,-0.0212,-0.0381,-0.1355,0.142
0.28811499999999995,-0.0189,-0.0287,-0.1055,0.111
0.298869,-0.0178,-0.0232,-0.0887,0.093
0.31006399999999995,-0.0123,-0.0136,-0.0549,0.058
0.31845199999999996,-0.0093,-0.0087,-0.037,0.039
0.329441,-0.0085,-0.0068,-0.0304,0.032
0.33932199999999996,-0.0098,-0.007,-0.0323,0.034
0.35022299999999995,-0.0062,-0.004,-0.019,0.02
0.359568,-0.0007,-0.0004,-0.002,0.002
0.369471,0.0268,0.015,0.0747,0.081
0.37956799999999996,0.051,0.0274,0.1389,0.15
0.389951,0.0711,0.0377,0.1922,0.208
0.400008,0.0966,0.0505,0.2612,0.283
0.409757,0.1275,0.0653,0.3445,0.373
0.419923,0.1546,0.0774,0.4187,0.453
0.43056599999999995,0.1726,0.0853,0.4717,0.509
0.44067399999999995,0.1795,0.089,0.4983,0.537
0.46117699999999995,0.1618,0.0816,0.458,0.493
0.46232199999999996,0.1399,0.0732,0.4085,0.438
0.47092999999999996,0.1451,0.0791,0.4357,0.466
0.48108199999999995,0.1555,0.0867,0.4741,0.506
0.491442,0.1447,0.0853,0.4551,0.485
0.50115,0.1143,0.0756,0.3831,0.407
0.512362,0.091,0.069,0.3335,0.353
0.5213800000000001,0.0746,0.0629,0.295,0.311
0.5328160000000001,0.0738,0.0664,0.3089,0.324
0.541795,0.0603,0.0644,0.2866,0.3
0.5526460000000001,0.0495,0.0599,0.2622,0.273
0.561802,0.0448,0.0615,0.271,0.281
0.5720540000000001,0.048,0.0732,0.3278,0.339
0.5917260000000001,0.0548,0.0901,0.4069,0.42
0.5931350000000001,0.066,0.1118,0.5078,0.524
0.602511,0.0742,0.1254,0.5708,0.589
0.612974,0.0795,0.1328,0.6106,0.63
0.622722,0.0781,0.1296,0.5965,0.615
0.633085,0.0721,0.1156,0.5323,0.549
0.643412,0.0743,0.1065,0.4984,0.515
0.653035,0.1008,0.1219,0.6042,0.625
0.663161,0.1399,0.1395,0.7457,0.771
0.6739080000000001,0.1699,0.1443,0.8239,0.853
0.690577,0.1888,0.1478,0.8866,0.918
0.693933,0.2121,0.1591,0.9498,0.986
