time,wx (rad/s),wy (rad/s),wz (rad/s)
7.630760,0.41,0.10,-0.02
7.640866,0.41,0.11,-0.03
7.651800,0.41,0.11,-0.04
7.662000,0.40,0.10,-0.05
7.672971,0.40,0.09,-0.05
7.682114,0.39,0.07,-0.05
7.693088,0.37,0.05,-0.06
7.703400,0.35,0.04,-0.07
7.713137,0.33,0.02,-0.08
7.724763,0.32,0.00,-0.09
7.733243,0.33,-0.01,-0.09
7.744387,0.35,-0.04,-0.10
7.755214,0.37,-0.09,-0.11
7.764327,0.41,-0.15,-0.12
7.775964,0.44,-0.22,-0.13
7.784771,0.47,-0.29,-0.14
7.795641,0.50,-0.39,-0.14
7.807033,0.53,-0.57,-0.12
7.816318,0.56,-0.81,-0.09
7.826329,0.57,-1.06,-0.05
7.836632,0.57,-1.22,-0.02
7.846033,0.56,-1.30,0.01
7.856759,0.54,-1.34,0.05
7.866981,0.53,-1.34,0.09
7.877667,0.51,-1.34,0.14
7.888320,0.50,-1.31,0.20
7.898193,0.50,-1.27,0.24
7.908297,0.51,-1.20,0.26
7.918815,0.55,-1.15,0.27
7.928567,0.62,-1.14,0.26
7.939000,0.70,-1.17,0.26
7.948814,0.78,-1.21,0.27
7.959057,0.84,-1.25,0.29
7.969396,0.87,-1.26,0.30
7.979298,0.88,-1.25,0.32
7.989767,0.87,-1.22,0.35
8.000215,0.84,-1.18,0.37
8.009853,0.80,-1.13,0.39
8.021644,0.75,-1.08,0.40
8.031258,0.71,-0.95,0.37
8.042601,0.64,-0.62,0.28
8.052157,0.53,-0.11,0.15
8.061200,0.44,0.38,0.01
8.072405,0.39,0.70,-0.09
8.082463,0.38,0.83,-0.13
8.093175,0.40,0.81,-0.12
8.103355,0.44,0.61,-0.07
8.113354,0.51,0.26,0.02
8.123844,0.59,-0.14,0.12
8.133850,0.67,-0.49,0.20
8.143907,0.72,-0.71,0.27
8.158700,0.74,-0.83,0.30
8.165079,0.75,-0.88,0.32
8.174782,0.75,-0.90,0.34
8.185032,0.76,-0.89,0.34
8.195639,0.79,-0.88,0.35
8.205601,0.82,-0.87,0.36
8.216267,0.83,-0.84,0.37
8.226260,0.81,-0.81,0.38
8.237957,0.77,-0.75,0.39
8.246784,0.70,-0.61,0.39
8.257342,0.59,-0.34,0.38
8.267283,0.44,0.02,0.37
8.276981,0.27,0.35,0.36
8.292213,0.12,0.59,0.35
8.297991,-0.00,0.76,0.35
8.308145,-0.09,0.87,0.35
8.318279,-0.12,0.94,0.36
8.328603,-0.13,0.99,0.38
8.339253,-0.11,1.01,0.39
8.349080,-0.07,1.01,0.39
8.359374,-0.04,1.02,0.39
8.370433,-0.01,1.02,0.39
8.379963,0.00,1.04,0.37
8.390239,-0.01,1.06,0.35
8.400312,-0.03,1.10,0.31
8.410038,-0.04,1.15,0.27
8.420638,-0.04,1.20,0.23
8.430922,-0.02,1.23,0.20
8.441005,-0.01,1.25,0.17
8.451796,-0.00,1.25,0.16
8.461618,-0.00,1.21,0.17
8.471792,0.00,1.13,0.20
8.482023,0.02,1.02,0.24
8.491929,0.05,0.88,0.28
8.503045,0.07,0.75,0.31
8.512905,0.10,0.63,0.33
8.523713,0.11,0.54,0.33
8.534178,0.14,0.47,0.32
8.544084,0.16,0.39,0.32
8.553586,0.13,0.26,0.24
8.564737,0.20,0.13,0.30
8.574106,0.24,0.07,0.33
8.584397,0.33,-0.13,0.37
8.594779,0.52,-0.37,0.52
8.604807,0.59,-0.58,0.52
8.615734,0.70,-0.87,0.56
8.625570,0.82,-1.14,0.57
8.635884,0.89,-1.22,0.53
8.646671,0.88,-1.04,0.40
8.656882,0.81,-0.69,0.24
8.667027,0.73,-0.35,0.09
8.677147,0.66,-0.11,-0.02
8.687913,0.61,0.03,-0.10
8.698355,0.57,0.13,-0.14
8.707739,0.52,0.28,-0.19
8.723376,0.45,0.47,-0.24
8.728608,0.37,0.63,-0.27
8.738563,0.31,0.64,-0.25
8.749122,0.29,0.52,-0.18
8.759054,0.28,0.35,-0.09
8.768883,0.20,0.21,-0.03
8.779837,0.20,0.14,0.04
8.790009,0.20,0.10,0.08
8.801307,0.20,0.08,0.10
8.810752,0.20,0.06,0.11
8.820925,0.26,-0.04,0.12
8.831125,0.43,-0.19,0.17
8.840883,0.53,-0.33,0.17
8.855086,0.64,-0.48,0.18
8.861808,0.74,-0.63,0.21
8.872215,0.82,-0.78,0.24
8.882845,0.89,-0.92,0.27
8.892218,0.97,-1.09,0.31
8.902986,1.06,-1.28,0.35
8.912764,1.15,-1.46,0.40
8.922903,1.23,-1.59,0.42
8.934283,1.27,-1.66,0.43
8.943862,1.29,-1.67,0.42
8.954365,1.28,-1.65,0.41
8.964661,1.25,-1.62,0.39
8.974615,1.23,-1.57,0.37
8.988168,1.21,-1.52,0.35
8.994973,1.18,-1.46,0.33
9.004898,1.14,-1.39,0.30
9.015060,1.09,-1.31,0.27
9.025436,1.03,-1.24,0.23
9.036523,1.00,-1.19,0.19
9.046613,0.99,-1.16,0.15
9.056134,1.00,-1.15,0.11
9.066392,1.00,-1.15,0.09
9.076963,0.98,-1.13,0.07
9.087414,0.95,-1.10,0.07
9.097024,0.92,-1.06,0.08
9.107857,0.89,-1.03,0.09
9.117352,0.85,-1.00,0.10
9.128057,0.80,-0.96,0.12
9.138008,0.76,-0.93,0.13
9.149170,0.74,-0.90,0.15
9.159141,0.75,-0.89,0.17
9.169037,0.76,-0.88,0.17
9.180211,0.78,-0.87,0.17
9.189949,0.79,-0.86,0.16
9.199726,0.78,-0.84,0.15
9.210350,0.76,-0.81,0.15
9.220760,0.75,-0.79,0.17
9.235789,0.74,-0.77,0.21
9.241395,0.74,-0.75,0.25
9.251429,0.74,-0.73,0.28
9.261472,0.73,-0.72,0.30
9.271702,0.71,-0.70,0.30
9.282084,0.71,-0.67,0.29
9.292662,0.71,-0.62,0.27
9.302631,0.69,-0.48,0.22
9.313622,0.65,-0.28,0.16
9.323436,0.62,-0.12,0.10
9.332964,0.66,-0.12,0.06
9.343884,0.76,-0.26,0.05
9.353472,0.90,-0.45,0.07
9.365842,1.02,-0.58,0.12
9.374309,1.10,-0.64,0.19
9.385134,1.13,-0.60,0.28
9.395789,1.07,-0.39,0.36
9.404519,0.93,0.01,0.43
9.419061,0.80,0.43,0.48
9.425811,0.77,0.60,0.53
9.436016,0.90,0.41,0.58
9.446706,1.13,-0.01,0.63
9.456580,1.30,-0.33,0.66
9.466647,1.32,-0.26,0.66
9.477409,1.19,0.13,0.62
9.487222,1.03,0.58,0.58
9.497701,0.93,0.87,0.57
9.507612,0.90,0.98,0.57
9.518574,0.89,1.03,0.59
9.528193,0.88,1.07,0.60
9.538188,0.88,1.11,0.62
9.548771,0.87,1.14,0.63
9.559106,0.86,1.15,0.65
9.568957,0.86,1.15,0.66
9.580578,0.85,1.16,0.66
9.589730,0.84,1.18,0.65
9.600247,0.81,1.21,0.64
9.610299,0.79,1.22,0.62
9.620964,0.78,1.22,0.60
9.630172,0.79,1.17,0.60
9.641482,0.81,1.10,0.59
9.651413,0.83,1.01,0.59
9.661898,0.85,0.92,0.60
9.672327,0.88,0.82,0.60
9.682073,0.92,0.70,0.62
9.692725,0.98,0.56,0.66
9.702510,1.07,0.39,0.71
9.713419,1.16,0.21,0.76
9.722828,1.25,0.01,0.82
9.733341,1.35,-0.17,0.88
9.744215,1.45,-0.34,0.93
9.753402,1.54,-0.49,0.98
9.764380,1.60,-0.61,1.02
9.774965,1.65,-0.69,1.05
9.784427,1.68,-0.72,1.08
9.794885,1.70,-0.72,1.10
9.805365,1.71,-0.73,1.11
9.815271,1.71,-0.75,1.11
9.825818,1.71,-0.78,1.11
9.836005,1.71,-0.84,1.09
9.845936,1.72,-0.91,1.08
9.855616,1.72,-0.99,1.05
9.867028,1.71,-1.03,1.01
9.877232,1.64,-0.99,0.93
9.887808,1.51,-0.85,0.79
9.898067,1.36,-0.67,0.62
9.908204,1.21,-0.52,0.45
9.918121,1.11,-0.43,0.31
9.932508,1.02,-0.41,0.18
9.938875,0.93,-0.39,0.05
9.948543,0.82,-0.31,-0.09
9.958994,0.66,-0.12,-0.25
9.969016,0.50,0.09,-0.40
9.979372,0.42,0.18,-0.45
9.989101,0.49,0.02,-0.34
9.999691,0.67,-0.32,-0.13
10.011846,0.88,-0.69,0.10
10.020363,1.07,-1.01,0.30
10.030705,1.24,-1.32,0.47
10.040960,1.39,-1.62,0.60
10.051118,1.48,-1.85,0.67
10.065575,1.48,-1.98,0.68
10.071853,1.43,-2.00,0.64
10.081694,1.36,-1.96,0.58
10.092220,1.28,-1.89,0.52
10.102221,1.19,-1.80,0.47
10.112401,1.11,-1.68,0.42
10.122738,1.01,-1.55,0.38
10.132759,0.90,-1.37,0.32
10.143849,0.76,-1.09,0.24
10.153441,0.62,-0.74,0.15
10.164041,0.49,-0.43,0.06
10.173961,0.41,-0.23,-0.01
10.183891,0.37,-0.13,-0.05
10.197554,0.35,-0.07,-0.09
10.204903,0.33,-0.03,-0.12
10.214557,0.30,0.03,-0.15
10.226430,0.26,0.09,-0.17
10.235529,0.22,0.15,-0.19
10.245551,0.18,0.21,-0.20
10.256407,0.15,0.26,-0.20
10.265962,0.12,0.30,-0.20
10.277075,0.11,0.32,-0.20
10.287165,0.11,0.34,-0.19
10.297065,0.11,0.36,-0.19
10.307957,0.10,0.38,-0.17
10.317835,0.10,0.40,-0.15
10.327694,0.08,0.42,-0.15
10.338000,0.05,0.43,-0.15
10.348435,0.03,0.43,-0.15
10.358417,0.02,0.39,-0.15
10.369245,0.02,0.28,-0.11
10.379177,0.01,0.14,-0.05
10.389439,0.07,0.01,-0.05
10.399302,0.14,-0.23,-0.02
10.409909,0.15,-0.51,0.06
10.419982,0.17,-0.74,0.11
10.430424,0.18,-0.92,0.15
10.440898,0.17,-1.07,0.16
10.451319,0.16,-1.16,0.14
10.460826,0.14,-1.20,0.12
10.472115,0.12,-1.20,0.10
10.481274,0.12,-1.20,0.10
10.493878,0.13,-1.18,0.11
10.502587,0.14,-1.16,0.13
10.512460,0.15,-1.13,0.17
10.523242,0.13,-1.09,0.19
10.533246,0.08,-1.02,0.19
10.543138,0.02,-0.95,0.16
10.553654,0.01,-0.88,0.13
10.564228,0.02,-0.74,0.10
10.575743,0.02,-0.48,0.06
10.584448,0.02,-0.14,-0.00
10.594891,0.02,0.15,-0.06
10.605111,0.07,0.26,-0.05
10.615152,0.16,0.15,-0.01
10.629404,0.29,-0.10,0.09
10.635397,0.42,-0.37,0.21
10.645732,0.53,-0.57,0.32
10.655815,0.62,-0.69,0.40
10.666627,0.69,-0.75,0.45
10.676711,0.75,-0.79,0.48
10.686526,0.81,-0.77,0.50
10.696884,0.87,-0.62,0.50
10.707881,0.94,-0.35,0.48
10.717128,1.00,-0.04,0.47
10.728613,1.06,0.22,0.45
10.738528,1.13,0.39,0.45
10.747928,1.19,0.50,0.46
10.760881,1.26,0.57,0.48
10.768634,1.32,0.61,0.50
10.779097,1.39,0.63,0.54
10.790518,1.46,0.63,0.59
10.800007,1.53,0.62,0.64
10.809970,1.61,0.60,0.70
10.820413,1.70,0.57,0.76
10.829734,1.79,0.54,0.83
10.840756,1.90,0.52,0.92
10.851397,2.00,0.50,1.01
10.861613,2.10,0.48,1.11
10.873409,2.19,0.45,1.19
10.881582,2.27,0.42,1.27
10.892350,2.34,0.39,1.33
10.903552,2.38,0.38,1.37
10.911760,2.40,0.37,1.40
10.925030,2.41,0.33,1.42
10.933278,2.42,0.28,1.44
10.943650,2.41,0.20,1.46
10.954151,2.38,0.09,1.47
10.963752,2.33,-0.04,1.47
10.973646,2.27,-0.19,1.48
10.984438,2.21,-0.36,1.50
10.994724,2.16,-0.52,1.53
11.006174,2.12,-0.67,1.56
11.015318,2.06,-0.81,1.58
11.025464,1.98,-0.94,1.58
11.035318,1.86,-1.04,1.54
11.045276,1.72,-1.12,1.49
11.057899,1.58,-1.19,1.41
11.066643,1.43,-1.27,1.33
11.076689,1.25,-1.37,1.23
11.087100,1.04,-1.49,1.11
11.097458,0.80,-1.60,0.98
11.107624,0.56,-1.69,0.85
11.118409,0.41,-1.68,0.75
11.127601,0.43,-1.50,0.68
11.139499,0.62,-1.19,0.63
11.148677,0.83,-0.83,0.56
11.158742,0.96,-0.53,0.42
11.169081,0.97,-0.31,0.24
11.178696,0.93,-0.16,0.08
11.192127,0.88,-0.06,-0.03
11.199654,0.87,0.02,-0.09
11.209244,0.91,0.10,-0.09
11.219992,0.97,0.20,-0.07
11.230003,1.02,0.25,-0.02
11.240664,1.00,0.23,0.02
11.250994,0.90,0.13,0.05
11.260748,0.80,0.00,0.07
11.272017,0.72,-0.09,0.10
11.281136,0.69,-0.13,0.13
11.292345,0.66,-0.15,0.15
11.302721,0.64,-0.17,0.18
11.312363,0.62,-0.19,0.20
11.324655,0.62,-0.20,0.23
11.332986,0.62,-0.20,0.26
11.343514,0.62,-0.18,0.27
11.354354,0.59,-0.15,0.26
11.363882,0.56,-0.11,0.23
11.374206,0.51,-0.07,0.19
11.384008,0.45,-0.04,0.13
11.394631,0.38,0.00,0.07
11.404410,0.31,0.05,0.00
11.414530,0.20,0.06,-0.02
11.424932,0.13,0.13,-0.11
11.435795,0.10,0.22,-0.21
11.445744,0.04,0.22,-0.23
11.458851,-0.02,0.21,-0.26
11.466145,-0.11,0.20,-0.32
11.476168,-0.21,0.17,-0.38
11.486755,-0.32,0.10,-0.45
11.497337,-0.47,-0.00,-0.54
11.507349,-0.72,-0.16,-0.66
11.517792,-1.02,-0.34,-0.80
11.528341,-1.28,-0.51,-0.91
11.537397,-1.48,-0.63,-0.97
11.548367,-1.58,-0.70,-1.00
11.558131,-1.61,-0.70,-0.99
11.569749,-1.52,-0.64,-0.94
11.578425,-1.33,-0.49,-0.87
11.589311,-1.13,-0.33,-0.79
11.599364,-1.02,-0.25,-0.75
11.609159,-1.03,-0.29,-0.75
11.621601,-1.13,-0.44,-0.77
11.630278,-1.26,-0.60,-0.79
11.640673,-1.36,-0.73,-0.79
11.650619,-1.39,-0.79,-0.76
11.661670,-1.36,-0.82,-0.69
11.671967,-1.27,-0.80,-0.58
11.682171,-1.13,-0.75,-0.45
11.692378,-0.98,-0.68,-0.34
11.702853,-0.87,-0.65,-0.26
11.711685,-0.80,-0.67,-0.22
11.722119,-0.74,-0.68,-0.22
11.733600,-0.64,-0.58,-0.25
11.742953,-0.45,-0.35,-0.29
11.755219,-0.23,-0.05,-0.33
11.763695,-0.04,0.22,-0.37
11.773675,0.07,0.37,-0.40
11.785723,0.08,0.35,-0.41
11.794221,0.00,0.15,-0.41
11.804502,-0.10,-0.14,-0.39
11.815529,-0.17,-0.41,-0.36
11.824950,-0.16,-0.59,-0.31
11.836699,-0.07,-0.71,-0.24
11.845409,0.06,-0.79,-0.16
11.855813,0.21,-0.85,-0.07
11.866298,0.34,-0.89,0.02
11.876649,0.45,-0.91,0.09
11.889820,0.51,-0.91,0.13
11.897371,0.55,-0.90,0.14
11.907211,0.56,-0.88,0.13
11.918306,0.56,-0.85,0.12
11.928010,0.58,-0.83,0.12
11.937765,0.60,-0.81,0.12
11.948492,0.63,-0.78,0.12
11.958305,0.66,-0.75,0.13
11.969451,0.72,-0.69,0.15
11.978727,0.86,-0.52,0.18
11.989773,1.11,-0.22,0.23
11.999361,1.42,0.16,0.30
12.010199,1.72,0.53,0.37
12.021993,1.91,0.79,0.44
12.030670,2.00,0.93,0.49
12.040096,2.02,0.98,0.54
12.050451,2.01,1.00,0.58
12.061092,1.97,1.00,0.62
12.071924,1.94,1.00,0.66
12.082107,1.91,1.00,0.69
12.092168,1.88,1.00,0.72
12.101578,1.84,0.99,0.74
12.113050,1.80,1.00,0.74
12.122548,1.77,1.02,0.72
12.133447,1.78,1.08,0.68
12.143490,1.80,1.14,0.62
12.154004,1.80,1.20,0.55
12.164580,1.78,1.23,0.48
12.173839,1.74,1.23,0.44
12.185804,1.69,1.23,0.41
12.193793,1.62,1.22,0.39
12.204775,1.58,1.24,0.35
12.214728,1.53,1.26,0.28
12.224972,1.45,1.24,0.14
12.235734,1.33,1.17,-0.04
12.246059,1.20,1.07,-0.21
12.255659,1.09,0.97,-0.34
12.266508,1.00,0.88,-0.42
12.276329,0.90,0.79,-0.48
12.286684,0.82,0.75,-0.53
12.297296,0.80,0.78,-0.56
12.307067,0.86,0.90,-0.57
12.319513,0.98,1.07,-0.57
12.327634,1.10,1.22,-0.58
12.337340,1.17,1.31,-0.63
12.348742,1.20,1.37,-0.70
12.357733,1.22,1.39,-0.78
12.368319,1.21,1.39,-0.83
12.379020,1.17,1.36,-0.86
12.388856,1.12,1.33,-0.86
12.399760,1.07,1.30,-0.83
12.409683,1.02,1.28,-0.80
12.419634,0.99,1.29,-0.76
12.435896,0.97,1.31,-0.73
12.440257,0.96,1.31,-0.71
12.450400,0.93,1.28,-0.68
12.461094,0.88,1.20,-0.65
12.471541,0.81,1.11,-0.61
12.481873,0.75,1.02,-0.58
12.491966,0.70,0.96,-0.56
12.501529,0.67,0.93,-0.54
12.512734,0.65,0.92,-0.55
12.522130,0.64,0.93,-0.57
12.533115,0.63,0.94,-0.60
12.543228,0.63,0.97,-0.62
12.553007,0.64,1.00,-0.63
12.564536,0.64,1.01,-0.62
12.573860,0.64,1.01,-0.60
12.584118,0.64,1.00,-0.58
12.595072,0.65,0.99,-0.57
12.604435,0.67,1.00,-0.55
12.617279,0.68,1.03,-0.52
12.625057,0.69,1.07,-0.51
12.635630,0.68,1.12,-0.52
12.646003,0.66,1.17,-0.52
12.655593,0.63,1.20,-0.50
12.666094,0.60,1.21,-0.45
12.676767,0.56,1.19,-0.38
12.686273,0.53,1.14,-0.34
12.697305,0.52,1.05,-0.37
12.707009,0.53,0.95,-0.43
12.716997,0.57,0.87,-0.49
12.727848,0.60,0.81,-0.53
12.737739,0.62,0.75,-0.56
12.750089,0.64,0.67,-0.59
12.758241,0.63,0.56,-0.63
12.768278,0.58,0.44,-0.66
12.778477,0.48,0.33,-0.65
12.789121,0.35,0.25,-0.59
12.799667,0.21,0.21,-0.50
12.809995,0.07,0.20,-0.40
12.819766,-0.04,0.25,-0.29
12.829630,-0.10,0.38,-0.19
12.840058,-0.10,0.58,-0.12
12.850971,-0.04,0.80,-0.09
12.860537,0.04,0.95,-0.12
12.871350,0.12,1.01,-0.19
12.881361,0.16,0.98,-0.26
12.891861,0.18,0.87,-0.32
12.901173,0.17,0.73,-0.38
12.912204,0.16,0.60,-0.41
12.922712,0.13,0.52,-0.42
12.932409,0.11,0.49,-0.41
12.943171,0.09,0.50,-0.37
12.952706,0.08,0.54,-0.31
12.963521,0.07,0.59,-0.24
12.973798,0.04,0.64,-0.15
12.984075,-0.01,0.67,-0.05
12.994034,-0.08,0.67,0.05
13.004042,-0.17,0.67,0.16
13.016262,-0.25,0.68,0.26
13.024128,-0.30,0.68,0.32
13.035021,-0.30,0.67,0.33
13.045044,-0.28,0.64,0.32
13.055304,-0.25,0.63,0.32
13.066037,-0.25,0.61,0.34
13.076411,-0.28,0.58,0.38
13.086577,-0.27,0.53,0.38
13.096417,-0.18,0.49,0.33
13.107146,-0.03,0.48,0.23
13.116985,0.13,0.51,0.12
13.131866,0.25,0.56,0.05
13.138182,0.31,0.61,0.04
13.149245,0.31,0.68,0.09
13.157866,0.26,0.79,0.19
13.167778,0.21,0.93,0.29
13.177924,0.17,1.08,0.36
13.189154,0.16,1.16,0.39
13.198756,0.15,1.13,0.38
13.210983,0.14,1.03,0.36
13.219610,0.12,0.92,0.36
13.229944,0.10,0.85,0.38
13.240666,0.09,0.85,0.41
13.250702,0.09,0.89,0.43
13.265656,0.09,0.91,0.43
13.271244,0.10,0.87,0.39
13.281196,0.15,0.79,0.36
13.291296,0.20,0.71,0.34
13.301332,0.22,0.67,0.35
13.311379,0.20,0.65,0.37
13.322460,0.16,0.66,0.39
13.332331,0.14,0.67,0.41
13.343993,0.15,0.68,0.44
13.352850,0.16,0.68,0.47
13.363443,0.19,0.66,0.48
13.373407,0.23,0.63,0.47
13.383910,0.27,0.60,0.44
13.393964,0.31,0.54,0.42
13.404479,0.33,0.46,0.42
13.414468,0.33,0.37,0.43
13.430259,0.33,0.27,0.43
13.434940,0.32,0.20,0.43
13.447626,0.31,0.18,0.45
13.456004,0.31,0.19,0.47
13.465831,0.33,0.22,0.48
13.476345,0.34,0.24,0.48
13.486724,0.36,0.24,0.47
13.496761,0.39,0.20,0.44
13.507131,0.42,0.13,0.41
13.516822,0.44,0.06,0.38
13.527557,0.46,-0.01,0.36
13.537909,0.47,-0.08,0.34
13.547553,0.46,-0.13,0.32
13.558146,0.44,-0.18,0.29
13.568452,0.42,-0.21,0.27
13.578912,0.39,-0.21,0.25
13.588898,0.36,-0.18,0.23
13.599668,0.32,-0.11,0.23
13.609373,0.29,0.00,0.26
13.619597,0.25,0.12,0.30
13.630174,0.20,0.22,0.34
13.640768,0.15,0.28,0.36
13.650773,0.08,0.32,0.39
13.660523,0.01,0.34,0.41
13.670861,-0.05,0.34,0.42
13.680846,-0.07,0.32,0.42
13.695955,-0.05,0.30,0.40
13.701410,-0.01,0.26,0.38
13.712303,0.05,0.20,0.36
13.722095,0.10,0.13,0.34
13.732260,0.14,0.06,0.32
13.742573,0.19,0.06,0.30
13.752530,0.25,0.17,0.29
13.763002,0.31,0.35,0.29
13.773204,0.32,0.52,0.30
13.783752,0.27,0.60,0.30
13.794313,0.21,0.61,0.29
13.803602,0.18,0.58,0.27
